state,t,mean_signed_error,mean_signed_intres,mean_signed_diff
$\omega$,0.0011011010501533747,0.0946137011051178,0.0012436939869076014,0.09337002038955688
$\omega$,0.0012012012302875519,0.0940714180469513,0.0013471996644511819,0.09272419661283493
$\omega$,0.0013013012940064073,0.09352993965148926,0.0014506843872368336,0.09207923710346222
$\omega$,0.0014014013577252626,0.09298927336931229,0.0015541480388492346,0.09143512696027756
$\omega$,0.0015015015378594398,0.09244941920042038,0.001657591201364994,0.09079182893037796
$\omega$,0.0016016016015782952,0.09191036969423294,0.0017610134091228247,0.09014935791492462
$\omega$,0.0017017016652971506,0.09137213975191116,0.0018644146621227264,0.08950772881507874
$\omega$,0.0018018018454313278,0.09083472192287445,0.001967795193195343,0.08886692672967911
$\omega$,0.0019019019091501832,0.0902981087565422,0.002071154536679387,0.08822694420814514
$\omega$,0.0020020019728690386,0.08976230770349503,0.0021744933910667896,0.08758780360221863
$\omega$,0.002102102153003216,0.08922730386257172,0.0022778110578656197,0.08694948256015778
$\omega$,0.0022022021003067493,0.08869310468435287,0.0023811080027371645,0.08631199598312378
$\omega$,0.0023023022804409266,0.0881597250699997,0.0024843839928507805,0.08567533642053604
$\omega$,0.0024024024605751038,0.08762713521718979,0.0025876397266983986,0.08503948897123337
$\omega$,0.0025025024078786373,0.08709535747766495,0.002690873807296157,0.08440449088811874
$\omega$,0.0026026025880128145,0.08656436949968338,0.00279408716596663,0.0837702825665474
$\omega$,0.0027027027681469917,0.08603420108556747,0.002897279802709818,0.08313692361116409
$\omega$,0.0028028027154505253,0.08550481498241425,0.003000450786203146,0.08250436931848526
$\omega$,0.0029029028955847025,0.08497624099254608,0.003103602211922407,0.08187264204025269
$\omega$,0.0030030030757188797,0.08444846421480179,0.0032067319843918085,0.08124173432588577
$\omega$,0.0031031030230224133,0.08392147719860077,0.003309841500595212,0.08061163872480392
$\omega$,0.0032032032031565905,0.08339528739452362,0.003412929829210043,0.07998236268758774
$\omega$,0.0033033033832907677,0.08286990225315094,0.0035159969702363014,0.07935390621423721
$\omega$,0.0034034033305943012,0.08234530687332153,0.0036190436221659184,0.07872626930475235
$\omega$,0.0035035035107284784,0.081821508705616,0.003722068853676319,0.07809944450855255
$\omega$,0.0036036036908626556,0.08129850029945374,0.0038250735960900784,0.07747342437505722
$\omega$,0.003703703638166189,0.08077628165483475,0.003928057383745909,0.07684822380542755
$\omega$,0.0038038038183003664,0.08025486022233963,0.00403102021664381,0.07622384279966354
$\omega$,0.0039039039984345436,0.07973422855138779,0.004133963026106358,0.075600266456604
$\omega$,0.004004003945738077,0.07921438664197922,0.004236883483827114,0.07497750222682953
$\omega$,0.004104103893041611,0.07869533449411392,0.004339783918112516,0.07435555756092072
$\omega$,0.004204204306006432,0.0781770646572113,0.00444266339763999,0.07373440265655518
$\omega$,0.004304304253309965,0.07765958458185196,0.0045455219224095345,0.0731140673160553
$\omega$,0.004404404200613499,0.07714289426803589,0.004648359026759863,0.07249453663825989
$\omega$,0.0045045046135783195,0.0766269862651825,0.004751176107674837,0.07187580317258835
$\omega$,0.004604604560881853,0.07611186057329178,0.004853971768170595,0.07125789672136307
$\omega$,0.004704704508185387,0.07559752464294434,0.004956746008247137,0.07064077258110046
$\omega$,0.0048048049211502075,0.07508397102355957,0.005059501156210899,0.07002446055412292
$\omega$,0.004904904868453741,0.07457119226455688,0.0051622334867715836,0.06940895318984985
$\omega$,0.005005004815757275,0.07405919581651688,0.005264946259558201,0.06879425048828125
$\omega$,0.0051051052287220955,0.07354798167943954,0.005367637146264315,0.06818033754825592
$\omega$,0.005205205176025629,0.07303754985332489,0.005470307543873787,0.06756725162267685
$\omega$,0.005305305123329163,0.0725279152393341,0.005572957452386618,0.06695495545864105
$\omega$,0.0054054055362939835,0.07201902568340302,0.0056755864061415195,0.06634344160556793
$\omega$,0.005505505483597517,0.0715109184384346,0.005778193939477205,0.06573272496461868
$\omega$,0.005605605430901051,0.07100360095500946,0.0058807809837162495,0.0651228129863739
$\omega$,0.005705705843865871,0.0704970434308052,0.005983347073197365,0.06451369822025299
$\omega$,0.005805805791169405,0.06999126821756363,0.006085892207920551,0.06390538066625595
$\omega$,0.0059059057384729385,0.06948626786470413,0.006188415922224522,0.06329785287380219
$\omega$,0.006006006151437759,0.06898204982280731,0.00629091914743185,0.06269112974405289
$\omega$,0.006106106098741293,0.06847859174013138,0.006393402349203825,0.062085188925266266
$\omega$,0.0062062060460448265,0.06797591596841812,0.006495863199234009,0.06148005649447441
$\omega$,0.006306306459009647,0.06747399270534515,0.006598304025828838,0.060875698924064636
$\omega$,0.006406406406313181,0.06697283685207367,0.006700723897665739,0.060272108763456345
$\omega$,0.0065065063536167145,0.06647246330976486,0.006803121417760849,0.05966933071613312
$\omega$,0.006606606766581535,0.06597284972667694,0.006905500311404467,0.05906734615564346
$\omega$,0.006706706713885069,0.06547398120164871,0.0070078568533062935,0.05846614018082619
$\omega$,0.0068068066611886024,0.06497591733932495,0.007110192906111479,0.057865723967552185
$\omega$,0.006906907074153423,0.06447859108448029,0.00721250893548131,0.05726608633995056
$\omega$,0.007007007021456957,0.0639820396900177,0.00731480261310935,0.05666723847389221
$\omega$,0.00710710696876049,0.0634862408041954,0.007417074870318174,0.05606916546821594
$\omega$,0.007207207381725311,0.062991201877594,0.007519328501075506,0.05547186732292175
$\omega$,0.007307307329028845,0.06249692291021347,0.007621560245752335,0.054875362664461136
$\omega$,0.007407407276332378,0.062003422528505325,0.0077237701043486595,0.05427964776754379
$\omega$,0.007507507689297199,0.06151065230369568,0.007825959473848343,0.05368470028042793
$\omega$,0.007607607636600733,0.06101866066455841,0.007928128354251385,0.05309053510427475
$\omega$,0.007707707583904266,0.06052744388580322,0.00803027581423521,0.052497170865535736
$\omega$,0.007807807996869087,0.06003696098923683,0.008132402785122395,0.05190455913543701
$\omega$,0.007907907478511333,0.059547241777181625,0.008234508335590363,0.051312729716300964
$\omega$,0.008008007891476154,0.05905827879905701,0.008336594328284264,0.050721678882837296
$\omega$,0.008108108304440975,0.05857004597783089,0.008438658900558949,0.05013138800859451
$\omega$,0.008208207786083221,0.05808258429169655,0.008540701121091843,0.049541883170604706
$\omega$,0.008308308199048042,0.057595882564783096,0.00864272378385067,0.04895315691828728
$\omega$,0.008408408612012863,0.057109933346509933,0.008744725026190281,0.04836519807577133
$\omega$,0.00850850809365511,0.056624721735715866,0.008846703916788101,0.04777800664305687
$\omega$,0.00860860850661993,0.056140247732400894,0.008948663249611855,0.04719157516956329
$\omega$,0.008708708919584751,0.05565653741359711,0.009050603955984116,0.04660594090819359
$\omega$,0.008808808401226997,0.055173587054014206,0.009152519516646862,0.04602106660604477
$\omega$,0.008908908814191818,0.0546913668513298,0.009254418313503265,0.045436955988407135
$\omega$,0.009009009227156639,0.054209910333156586,0.009356292895972729,0.044853612780570984
$\omega$,0.009109108708798885,0.053729187697172165,0.00945814698934555,0.044271040707826614
$\omega$,0.009209209121763706,0.053249210119247437,0.00955998245626688,0.04368923231959343
$\omega$,0.009309309534728527,0.0527699813246727,0.009661794640123844,0.043108176440000534
$\omega$,0.009409409016370773,0.05229149013757706,0.009763587266206741,0.042527902871370316
$\omega$,0.009509509429335594,0.05181374400854111,0.009865357540547848,0.04194838926196098
$\omega$,0.009609609842300415,0.05133674293756485,0.009967107325792313,0.04136963188648224
$\omega$,0.009709709323942661,0.05086047574877739,0.01006883755326271,0.04079164192080498
$\omega$,0.009809809736907482,0.050384946167469025,0.010170545428991318,0.040214404463768005
$\omega$,0.009909910149872303,0.04991017282009125,0.010272231884300709,0.03963793069124222
$\omega$,0.01001000963151455,0.04943612217903137,0.010373899713158607,0.039062224328517914
$\omega$,0.01011011004447937,0.04896280914545059,0.01047554612159729,0.0384872667491436
$\omega$,0.010210210457444191,0.048490237444639206,0.010577169246971607,0.037913065403699875
$\omega$,0.010310309939086437,0.04801839962601662,0.010678771883249283,0.03733963146805763
$\omega$,0.010410410352051258,0.04754730314016342,0.01078035682439804,0.03676694259047508
$\omega$,0.010510510765016079,0.04707692936062813,0.010881917551159859,0.03619500994682312
$\omega$,0.010610610246658325,0.04660730063915253,0.01098345872014761,0.035623837262392044
$\omega$,0.010710710659623146,0.04613839462399483,0.011084978468716145,0.03505341336131096
$\omega$,0.010810811072587967,0.045670222491025925,0.011186476796865463,0.03448374196887016
$\omega$,0.010910910554230213,0.04520278424024582,0.01128795463591814,0.033914826810359955
$\omega$,0.011011010967195034,0.04473606497049332,0.01138941291719675,0.03334665670990944
$\omega$,0.011111111380159855,0.04427009075880051,0.011490847915410995,0.03277923911809921
$\omega$,0.011211210861802101,0.0438048355281353,0.011592264287173748,0.03221257030963898
$\omega$,0.011311311274766922,0.043340303003787994,0.011693657375872135,0.031646646559238434
$\omega$,0.011411411687731743,0.042876504361629486,0.011795030906796455,0.031081480905413628
$\omega$,0.011511511169373989,0.042413435876369476,0.011896383948624134,0.030517050996422768
$\omega$,0.01161161158233881,0.04195108264684677,0.011997712776064873,0.0299533698707819
$\omega$,0.01171171199530363,0.041489459574222565,0.012099026702344418,0.029390430077910423
$\omega$,0.011811811476945877,0.04102856293320656,0.012200313620269299,0.028828240931034088
$\omega$,0.011911911889910698,0.04056837409734726,0.012301582843065262,0.028266796842217445
$\omega$,0.012012012302875519,0.04010891541838646,0.012402829714119434,0.02770608477294445
$\omega$,0.012112111784517765,0.03965018317103386,0.01250405516475439,0.027146125212311745
$\omega$,0.012212212197482586,0.039192162454128265,0.01260526292026043,0.026586905121803284
$\omega$,0.012312312610447407,0.03873486444354057,0.012706447392702103,0.02602841891348362
$\omega$,0.012412412092089653,0.038278285413980484,0.012807607650756836,0.025470679625868797
$\omega$,0.012512512505054474,0.0378224216401577,0.0129087520763278,0.024913670495152473
$\omega$,0.012612612918019295,0.03736727312207222,0.013009876012802124,0.024357400834560394
$\omega$,0.012712712399661541,0.03691284358501434,0.013110973872244358,0.02380187064409256
$\omega$,0.012812812812626362,0.036459121853113174,0.013212055899202824,0.023247068747878075
$\omega$,0.012912913225591183,0.036006126552820206,0.013313117437064648,0.022693010047078133
$\omega$,0.013013012707233429,0.03555384650826454,0.013414152897894382,0.022139690816402435
$\omega$,0.01311311312019825,0.03510226309299469,0.01351516880095005,0.02158709615468979
$\omega$,0.01321321353316307,0.03465139865875244,0.0136161670088768,0.02103522978723049
$\omega$,0.013313313014805317,0.0342012457549572,0.013717139139771461,0.02048410475254059
$\omega$,0.013413413427770138,0.03375180810689926,0.01381809450685978,0.019933709874749184
$\omega$,0.013513513840734959,0.03330307826399803,0.013919025659561157,0.019384050741791725
$\omega$,0.013613613322377205,0.03285505250096321,0.014019937254488468,0.01883511245250702
$\omega$,0.013713713735342026,0.0324077308177948,0.014120830222964287,0.01828690432012081
$\omega$,0.013813814148306847,0.031961120665073395,0.01422170177102089,0.017739418894052505
$\omega$,0.013913913629949093,0.031515222042798996,0.014322548173367977,0.017192672938108444
$\omega$,0.014014014042913914,0.031070025637745857,0.014423377811908722,0.016646649688482285
$\omega$,0.014114114455878735,0.03062553144991398,0.014524184167385101,0.016101345419883728
$\omega$,0.01421421393752098,0.03018173947930336,0.01462497003376484,0.01555676944553852
$\omega$,0.014314314350485802,0.0297386571764946,0.014725735411047935,0.015012920834124088
$\omega$,0.014414414763450623,0.02929626777768135,0.01482648029923439,0.014469791203737259
$\omega$,0.014514514245092869,0.02885458618402481,0.014927204698324203,0.01392738800495863
$\omega$,0.01461461465805769,0.02841361053287983,0.015027905814349651,0.01338569913059473
$\omega$,0.01471471507102251,0.027973322197794914,0.015128588303923607,0.012844735756516457
$\omega$,0.014814814552664757,0.02753373607993126,0.015229246579110622,0.012304489500820637
$\omega$,0.014914914965629578,0.027094852179288864,0.015329888090491295,0.011764968745410442
$\omega$,0.015015015378594398,0.02665666490793228,0.015430506318807602,0.011226160451769829
$\omega$,0.015115114860236645,0.026219170540571213,0.015531101264059544,0.010688071139156818
$\omega$,0.015215215273201466,0.025782374665141106,0.015631677582859993,0.010150697082281113
$\omega$,0.015315315686166286,0.02534627355635166,0.015732236206531525,0.009614041075110435
$\omega$,0.015415415167808533,0.024910876527428627,0.015832770615816116,0.00907810777425766
$\omega$,0.015515515580773354,0.02447616308927536,0.015933280810713768,0.008542879484593868
$\omega$,0.015615615993738174,0.02404213882982731,0.016033776104450226,0.008008363656699657
$\omega$,0.015715716406702995,0.02360881306231022,0.016134247183799744,0.007474564481526613
$\omega$,0.015815814957022667,0.023176176473498344,0.01623469777405262,0.00694148289039731
$\omega$,0.015915915369987488,0.022744229063391685,0.016335126012563705,0.006409100256860256
$\omega$,0.01601601578295231,0.022312970831990242,0.01643553376197815,0.0058774324133992195
$\omega$,0.01611611619591713,0.02188239060342312,0.016535921022295952,0.005346470512449741
$\omega$,0.01621621660888195,0.021452510729432106,0.016636287793517113,0.004816220607608557
$\omega$,0.01631631702184677,0.02102331444621086,0.016736632212996483,0.004286680370569229
$\omega$,0.016416415572166443,0.02059481106698513,0.01683695986866951,0.0037578539922833443
$\omega$,0.016516515985131264,0.020166991278529167,0.016937261447310448,0.0032297277357429266
$\omega$,0.016616616398096085,0.019739849492907524,0.017037544399499893,0.002702302299439907
$\omega$,0.016716716811060905,0.0193133894354105,0.017137806862592697,0.0021755804773420095
$\omega$,0.016816817224025726,0.018887614831328392,0.01723804883658886,0.0016495698364451528
$\omega$,0.016916917636990547,0.01846253126859665,0.01733826845884323,0.001124258036725223
$\omega$,0.01701701618731022,0.018038121983408928,0.017438465729355812,0.0005996574182063341
$\omega$,0.01711711660027504,0.017614390701055527,0.01753864251077175,7.574931078124791e-05
$\omega$,0.01721721701323986,0.017191341146826744,0.0176388006657362,-0.0004474577435757965
$\omega$,0.01731731742620468,0.01676896959543228,0.017738936468958855,-0.0009699642541818321
$\omega$,0.017417417839169502,0.016347281634807587,0.01783904992043972,-0.0014917710795998573
$\omega$,0.017517518252134323,0.015926260501146317,0.017939144745469093,-0.0020128826145082712
$\omega$,0.017617616802453995,0.015505935065448284,0.018039215356111526,-0.002533278428018093
$\omega$,0.017717717215418816,0.015086274594068527,0.018139265477657318,-0.0030529936775565147
$\omega$,0.017817817628383636,0.014667290262877941,0.018239296972751617,-0.0035720085725188255
$\omega$,0.017917918041348457,0.014248981140553951,0.018339306116104126,-0.004090328700840473
$\omega$,0.018018018454313278,0.013831347227096558,0.018439296633005142,-0.004607951268553734
$\omega$,0.0181181188672781,0.013414387591183186,0.018539264798164368,-0.0051248748786747456
$\omega$,0.01821821741759777,0.01299810316413641,0.018639208748936653,-0.005641109310090542
$\omega$,0.01831831783056259,0.012582480907440186,0.018739135935902596,-0.006156650837510824
$\omega$,0.018418418243527412,0.012167527340352535,0.018839038908481598,-0.006671509705483913
$\omega$,0.018518518656492233,0.011753248050808907,0.018938923254609108,-0.007185675669461489
$\omega$,0.018618619069457054,0.011339640244841576,0.019038787111639977,-0.007699142210185528
$\omega$,0.018718719482421875,0.010926702991127968,0.019138626754283905,-0.008211924694478512
$\omega$,0.018818818032741547,0.010514434427022934,0.019238445907831192,-0.008724014274775982
$\omega$,0.018918918445706367,0.010102828964591026,0.019338246434926987,-0.00923541933298111
$\omega$,0.01901901885867119,0.009691890329122543,0.01943802647292614,-0.009746134281158447
$\omega$,0.01911911927163601,0.009281616657972336,0.019537784159183502,-0.010256166569888592
$\omega$,0.01921921968460083,0.00887200515717268,0.019637519493699074,-0.01076550967991352
$\omega$,0.01931932009756565,0.008463054895401001,0.019737236201763153,-0.011274176649749279
$\omega$,0.019419418647885323,0.008054778911173344,0.019836928695440292,-0.011782151646912098
$\omega$,0.019519519060850143,0.007647160440683365,0.01993660256266594,-0.012289440259337425
$\omega$,0.019619619473814964,0.007240197621285915,0.020036254078149796,-0.01279605645686388
$\omega$,0.019719719886779785,0.006833898834884167,0.02013588510453701,-0.013301985338330269
$\omega$,0.019819820299744606,0.006428258493542671,0.020235495641827583,-0.013807231560349464
$\omega$,0.019919920712709427,0.006023278925567865,0.020335085690021515,-0.014311804436147213
$\omega$,0.0200200192630291,0.005618961527943611,0.020434651523828506,-0.014815687201917171
$\omega$,0.02012011967599392,0.005215295124799013,0.020534200593829155,-0.01531890407204628
$\omega$,0.02022022008895874,0.004812292288988829,0.020633723586797714,-0.015821434557437897
$\omega$,0.02032032050192356,0.004409935791045427,0.02073323167860508,-0.016323290765285492
$\omega$,0.020420420914888382,0.004008245654404163,0.020832717418670654,-0.016824467107653618
$\omega$,0.020520521327853203,0.0036072046495974064,0.02093217894434929,-0.01732497476041317
$\omega$,0.020620619878172874,0.0032068227883428335,0.021031618118286133,-0.017824795097112656
$\omega$,0.020720720291137695,0.002807088429108262,0.021131040528416634,-0.018323952332139015
$\omega$,0.020820820704102516,0.002408002968877554,0.021230440586805344,-0.018822437152266502
$\omega$,0.020920921117067337,0.002009577816352248,0.021329818293452263,-0.01932024583220482
$\omega$,0.021021021530032158,0.0016117997001856565,0.02142917923629284,-0.019817380234599113
$\omega$,0.02112112194299698,0.0012146722292527556,0.021528515964746475,-0.020313844084739685
$\omega$,0.02122122049331665,0.0008182003512047231,0.02162782847881317,-0.020809628069400787
$\omega$,0.02132132090628147,0.0004223701253067702,0.021727122366428375,-0.02130475826561451
$\omega$,0.021421421319246292,2.7183592465007678e-05,0.021826397627592087,-0.02179921232163906
$\omega$,0.021521521732211113,-0.00036735384492203593,0.021925652399659157,-0.022293007001280785
$\omega$,0.021621622145175934,-0.0007612442714162171,0.022024884819984436,-0.022786123678088188
$\omega$,0.021721722558140755,-0.0011544940061867237,0.022124093025922775,-0.023278582841157913
$\omega$,0.021821821108460426,-0.001547088730148971,0.022223282605409622,-0.023770369589328766
$\omega$,0.021921921521425247,-0.0019390429370105267,0.02232244983315468,-0.024261493235826492
$\omega$,0.022022021934390068,-0.0023303504567593336,0.022421598434448242,-0.024751951918005943
$\omega$,0.02212212234735489,-0.0027210155967622995,0.022520722821354866,-0.02524174377322197
$\omega$,0.02222222276031971,-0.0031110369600355625,0.022619832307100296,-0.02573087252676487
$\omega$,0.02232232317328453,-0.003500421531498432,0.022718913853168488,-0.026219341903924942
$\omega$,0.022422421723604202,-0.0038891618605703115,0.022817978635430336,-0.026707138866186142
$\omega$,0.022522522136569023,-0.00427726935595274,0.022917015478014946,-0.02719428949058056
$\omega$,0.022622622549533844,-0.004664736334234476,0.02301604300737381,-0.027680778875947
$\omega$,0.022722722962498665,-0.00505156209692359,0.023115040734410286,-0.02816660702228546
$\omega$,0.022822823375463486,-0.005437754560261965,0.023214023560285568,-0.028651773929595947
$\omega$,0.022922923788428307,-0.0058233048766851425,0.02331298030912876,-0.029136285185813904
$\omega$,0.023023022338747978,-0.006208221893757582,0.023411912843585014,-0.029620135203003883
$\omega$,0.0231231227517128,-0.006592493504285812,0.023510830476880074,-0.030103325843811035
$\omega$,0.02322322316467762,-0.0069761429913342,0.023609725758433342,-0.030585868284106255
$\omega$,0.02332332357764244,-0.0073591615073382854,0.02370859868824482,-0.03106776252388954
$\omega$,0.02342342399060726,-0.007741542998701334,0.023807451128959656,-0.03154899552464485
$\omega$,0.023523524403572083,-0.008123282343149185,0.02390628308057785,-0.032029565423727036
$\omega$,0.023623622953891754,-0.008504393510520458,0.024005090817809105,-0.032509490847587585
$\omega$,0.023723723366856575,-0.008884883485734463,0.024103885516524315,-0.0329887680709362
$\omega$,0.023823823779821396,-0.009264746680855751,0.024202650412917137,-0.03346739709377289
$\omega$,0.023923924192786217,-0.009643963538110256,0.024301400408148766,-0.03394535928964615
$\omega$,0.024024024605751038,-0.010022561997175217,0.024400126188993454,-0.03442268446087837
$\omega$,0.02412412501871586,-0.010400528088212013,0.0244988314807415,-0.03489936143159866
$\omega$,0.02422422356903553,-0.010777863673865795,0.024597516283392906,-0.03537537902593613
$\omega$,0.02432432398200035,-0.011154575273394585,0.02469617873430252,-0.035850755870342255
$\omega$,0.024424424394965172,-0.011530670337378979,0.024794822558760643,-0.03632548823952675
$\omega$,0.024524524807929993,-0.011906134895980358,0.024893440306186676,-0.03679957985877991
$\omega$,0.024624625220894814,-0.01228097453713417,0.024992039427161217,-0.037273019552230835
$\omega$,0.024724725633859634,-0.012655192986130714,0.025090619921684265,-0.03774581477046013
$\omega$,0.024824824184179306,-0.013028779067099094,0.025189179927110672,-0.03821795433759689
$\omega$,0.024924924597144127,-0.013401749543845654,0.02528771385550499,-0.03868946433067322
$\omega$,0.025025025010108948,-0.013774092309176922,0.025386231020092964,-0.03916032612323761
$\omega$,0.02512512542307377,-0.014145820401608944,0.025484723970294,-0.039630547165870667
$\omega$,0.02522522583603859,-0.014516940340399742,0.02558320015668869,-0.040100131183862686
$\omega$,0.02532532624900341,-0.014887421391904354,0.025681650266051292,-0.04056906700134277
$\omega$,0.025425424799323082,-0.015257284976541996,0.025780081748962402,-0.041037365794181824
$\omega$,0.025525525212287903,-0.015626538544893265,0.02587849088013172,-0.04150502756237984
$\omega$,0.025625625625252724,-0.015995178371667862,0.0259768795222044,-0.04197205975651741
$\omega$,0.025725726038217545,-0.016363201662898064,0.026075251400470734,-0.04243845120072365
$\omega$,0.025825826451182365,-0.01673060655593872,0.02617359720170498,-0.04290420189499855
$\omega$,0.025925925001502037,-0.017097383737564087,0.026271920651197433,-0.04336930438876152
$\omega$,0.026026025414466858,-0.01746355928480625,0.026370227336883545,-0.043833788484334946
$\omega$,0.02612612582743168,-0.01782912388443947,0.026468509808182716,-0.044297631829977036
$\omega$,0.0262262262403965,-0.018194077536463737,0.026566775515675545,-0.04476085677742958
$\omega$,0.02632632665336132,-0.01855841465294361,0.026665015146136284,-0.045223429799079895
$\omega$,0.02642642706632614,-0.018922140821814537,0.02676323801279068,-0.045685380697250366
$\omega$,0.026526525616645813,-0.019285250455141068,0.026861436665058136,-0.04614667966961861
$\omega$,0.026626626029610634,-0.019647758454084396,0.0269596129655838,-0.0466073714196682
$\omega$,0.026726726442575455,-0.02000964805483818,0.027057774364948273,-0.04706742614507675
$\omega$,0.026826826855540276,-0.020370934158563614,0.027155909687280655,-0.04752684012055397
$\omega$,0.026926927268505096,-0.020731613039970398,0.027254026383161545,-0.047985635697841644
$\omega$,0.027027027681469917,-0.021091684699058533,0.027352117002010345,-0.04844380542635918
$\omega$,0.02712712623178959,-0.021451149135828018,0.027450188994407654,-0.04890133813023567
$\omega$,0.02722722664475441,-0.021809997037053108,0.02754823863506317,-0.049358244985342026
$\omega$,0.02732732705771923,-0.02216825634241104,0.027646271511912346,-0.049814529716968536
$\omega$,0.02742742747068405,-0.022525908425450325,0.02774428203701973,-0.05027018487453461
$\omega$,0.027527527883648872,-0.02288294956088066,0.027842272073030472,-0.050725217908620834
$\omega$,0.027627628296613693,-0.023239392787218094,0.027940239757299423,-0.05117963254451752
$\omega$,0.027727726846933365,-0.023595230653882027,0.028038186952471733,-0.05163341015577316
$\omega$,0.027827827259898186,-0.02395046502351761,0.028136109933257103,-0.05208657681941986
$\omega$,0.027927927672863007,-0.024305107071995735,0.02823401428759098,-0.052539125084877014
$\omega$,0.028028028085827827,-0.024659141898155212,0.028331898152828217,-0.052991047501564026
$\omega$,0.02812812849879265,-0.025012588128447533,0.028429757803678513,-0.05344235524535179
$\omega$,0.02822822891175747,-0.025365428999066353,0.028527600690722466,-0.05389302596449852
$\omega$,0.02832832746207714,-0.025717664510011673,0.02862541936337948,-0.054343082010746
$\omega$,0.02842842787504196,-0.026069309562444687,0.02872321754693985,-0.054792534559965134
$\omega$,0.028528528288006783,-0.026420360431075096,0.02882099710404873,-0.055241361260414124
$\omega$,0.028628628700971603,-0.02677081525325775,0.028918754309415817,-0.05568956211209297
$\omega$,0.028728729113936424,-0.027120672166347504,0.029016489163041115,-0.05613715946674347
$\omega$,0.028828829526901245,-0.027469933032989502,0.02911420539021492,-0.05658414214849472
$\omega$,0.028928928077220917,-0.027818594127893448,0.029211893677711487,-0.05703049153089523
$\omega$,0.029029028490185738,-0.028166670352220535,0.02930956892669201,-0.057476237416267395
$\omega$,0.02912912890315056,-0.02851414866745472,0.02940721996128559,-0.05792137235403061
$\omega$,0.02922922931611538,-0.028861045837402344,0.029504850506782532,-0.058365896344184875
$\omega$,0.0293293297290802,-0.029207343235611916,0.029602456837892532,-0.058809805661439896
$\omega$,0.02942943014204502,-0.02955305017530918,0.02970005013048649,-0.05925310030579567
$\omega$,0.029529528692364693,-0.02989816851913929,0.029797611758112907,-0.059695784002542496
$\omega$,0.029629629105329514,-0.03024270385503769,0.029895158484578133,-0.06013786420226097
$\omega$,0.029729729518294334,-0.030586645007133484,0.029992682859301567,-0.0605793297290802
$\omega$,0.029829829931259155,-0.030930006876587868,0.03009018488228321,-0.06102019175887108
$\omega$,0.029929930344223976,-0.0312727726995945,0.030187668278813362,-0.06146044284105301
$\omega$,0.030030030757188797,-0.03161495178937912,0.030285127460956573,-0.06190008297562599
$\omega$,0.03013012930750847,-0.031956542283296585,0.030382568016648293,-0.06233911216259003
$\omega$,0.03023022972047329,-0.03229755535721779,0.03047998994588852,-0.0627775490283966
$\omega$,0.03033033013343811,-0.032637983560562134,0.030577387660741806,-0.06321536749601364
$\omega$,0.03043043054640293,-0.03297782689332962,0.030674761161208153,-0.06365258246660233
$\omega$,0.030530530959367752,-0.033317092806100845,0.030772117897868156,-0.06408920884132385
$\omega$,0.030630631372332573,-0.03365577757358551,0.03086945042014122,-0.06452522426843643
$\omega$,0.030730729922652245,-0.03399387001991272,0.030966760590672493,-0.06496063619852066
$\omega$,0.030830830335617065,-0.034331392496824265,0.03106405772268772,-0.06539544463157654
$\omega$,0.030930930748581886,-0.034668322652578354,0.03116132691502571,-0.06582965701818466
$\omega$,0.031031031161546707,-0.03500468656420708,0.03125857934355736,-0.06626327335834503
$\omega$,0.031131131574511528,-0.035340458154678345,0.031355809420347214,-0.06669626384973526
$\omega$,0.03123123198747635,-0.035675663501024246,0.03145301342010498,-0.06712868064641953
$\omega$,0.03133133053779602,-0.03601028025150299,0.031550198793411255,-0.06756047904491425
$\omega$,0.03143143281340599,-0.036344338208436966,0.031647369265556335,-0.067991703748703
$\omega$,0.03153153136372566,-0.03667780011892319,0.03174451366066933,-0.06842231005430222
$\omega$,0.031631629914045334,-0.037010692059993744,0.03184163197875023,-0.06885232776403427
$\omega$,0.031731732189655304,-0.037343014031648636,0.03193873167037964,-0.06928174942731857
$\omega$,0.031831830739974976,-0.037674762308597565,0.032035816460847855,-0.06971057504415512
$\omega$,0.031931933015584946,-0.03800594061613083,0.03213287517428398,-0.07013881951570511
$\omega$,0.03203203156590462,-0.038336534053087234,0.032229915261268616,-0.07056645303964615
$\omega$,0.03213213384151459,-0.03866657242178917,0.03232693299651146,-0.07099350541830063
$\omega$,0.03223223239183426,-0.038996025919914246,0.032423924654722214,-0.07141994684934616
$\omega$,0.03233233094215393,-0.03932490572333336,0.032520901411771774,-0.07184579968452454
$\omega$,0.0324324332177639,-0.039653230458498,0.032617855817079544,-0.07227107882499695
$\omega$,0.03253253176808357,-0.039980970323085785,0.03271478787064552,-0.0726957619190216
$\omega$,0.03263263404369354,-0.04030816629528999,0.03281170502305031,-0.0731198638677597
$\omega$,0.032732732594013214,-0.040634769946336746,0.03290858864784241,-0.07354335486888885
$\omega$,0.032832831144332886,-0.04096080735325813,0.03300546109676361,-0.07396626472473145
$\omega$,0.032932933419942856,-0.041286300867795944,0.033102311193943024,-0.07438861578702927
$\omega$,0.03303303197026253,-0.0416112057864666,0.03319913521409035,-0.07481034100055695
$\omega$,0.0331331342458725,-0.04193556308746338,0.03329594433307648,-0.07523150742053986
$\omega$,0.03323323279619217,-0.0422593392431736,0.03339272737503052,-0.07565206289291382
$\omega$,0.03333333507180214,-0.042582567781209946,0.033489495515823364,-0.07607205957174301
