state,t,mean_signed_error,mean_signed_intres,mean_signed_diff
$\delta$,0.04764764755964279,0.011206015013158321,-0.0021201595664024353,0.013326173648238182
$\delta$,0.047847848385572433,0.011170770972967148,-0.0021291752345860004,0.013299946673214436
$\delta$,0.048048049211502075,0.011135447770357132,-0.002138192066922784,0.013273638673126698
$\delta$,0.04824825003743172,0.011100036092102528,-0.0021472100634127855,0.013247247785329819
$\delta$,0.04844844713807106,0.011064555495977402,-0.0021562292240560055,0.01322078611701727
$\delta$,0.0486486479640007,0.011028989218175411,-0.0021652497816830873,0.013194241560995579
$\delta$,0.048848848789930344,0.010993347503244877,-0.002174271270632744,0.013167619705200195
$\delta$,0.049049049615859985,0.010957629419863224,-0.002183294389396906,0.013140922412276268
$\delta$,0.04924925044178963,0.010921827517449856,-0.0021923184394836426,0.013114145956933498
$\delta$,0.04944945126771927,0.010885948315262794,-0.002201343886554241,0.013087291270494461
$\delta$,0.04964964836835861,0.010849990881979465,-0.0022103702649474144,0.013060363940894604
$\delta$,0.049849849194288254,0.010813958942890167,-0.002219397807493806,0.013033355586230755
$\delta$,0.050050050020217896,0.010777848772704601,-0.002228426979854703,0.013006274588406086
$\delta$,0.05025025084614754,0.01074166502803564,-0.002237456850707531,0.012979123741388321
$\delta$,0.05045045167207718,0.010705403983592987,-0.0022464885842055082,0.012951891869306564
$\delta$,0.05065065249800682,0.010669064708054066,-0.0022555210161954165,0.012924586422741413
$\delta$,0.050850849598646164,0.010632650926709175,-0.002264554612338543,0.012897206470370293
$\delta$,0.051051050424575806,0.010596164502203465,-0.0022735896054655313,0.012869754806160927
$\delta$,0.05125125125050545,0.010559601709246635,-0.002282625762745738,0.012842225842177868
$\delta$,0.05145145207643509,0.010522964410483837,-0.0022916633170098066,0.012814627029001713
$\delta$,0.05165165290236473,0.01048625074326992,-0.00230070180259645,0.01278695184737444
$\delta$,0.051851850003004074,0.010449464432895184,-0.0023097414523363113,0.012759205885231495
$\delta$,0.052052050828933716,0.010412603616714478,-0.002318782266229391,0.012731385417282581
$\delta$,0.05225225165486336,0.010375667363405228,-0.00232782494276762,0.012703491374850273
$\delta$,0.052452452480793,0.010338664054870605,-0.0023368680849671364,0.012675532139837742
$\delta$,0.05265265330672264,0.010301577858626842,-0.0023459128569811583,0.012647493742406368
$\delta$,0.05285285413265228,0.010264427401125431,-0.0023549585603177547,0.012619387358427048
$\delta$,0.053053051233291626,0.010227206163108349,-0.0023640054278075695,0.01259121298789978
$\delta$,0.05325325205922127,0.010189911350607872,-0.002373053692281246,0.012562964111566544
$\delta$,0.05345345288515091,0.01015254482626915,-0.002382103120908141,0.01253464724868536
$\delta$,0.05365365371108055,0.010115107521414757,-0.002391153946518898,0.01250626053661108
$\delta$,0.05385385453701019,0.01007759477943182,-0.002400205936282873,0.01247780118137598
$\delta$,0.054054055362939835,0.01004001498222351,-0.002409258857369423,0.012449275702238083
$\delta$,0.05425425246357918,0.010002367198467255,-0.0024183131754398346,0.01242068037390709
$\delta$,0.05445445328950882,0.009964645840227604,-0.002427368424832821,0.01239201333373785
$\delta$,0.05465465411543846,0.009926854632794857,-0.0024364253040403128,0.012363280169665813
$\delta$,0.0548548549413681,0.009888997301459312,-0.002445483347401023,0.012334479950368404
$\delta$,0.055055055767297745,0.009851072914898396,-0.0024545423220843077,0.012305616401135921
$\delta$,0.055255256593227386,0.009813075885176659,-0.002463602926582098,0.01227667834609747
$\delta$,0.05545545369386673,0.009775009006261826,-0.0024726642295718193,0.01224767416715622
$\delta$,0.05565565451979637,0.009736876003444195,-0.0024817269295454025,0.012218602932989597
$\delta$,0.05585585534572601,0.009698676876723766,-0.0024907905608415604,0.012189466506242752
$\delta$,0.056056056171655655,0.00966041162610054,-0.002499856287613511,0.012160267680883408
$\delta$,0.0562562569975853,0.00962207280099392,-0.002508922480046749,0.012130994349718094
$\delta$,0.05645645782351494,0.009583673439919949,-0.002517990069463849,0.012101664207875729
$\delta$,0.05665665492415428,0.009545201435685158,-0.0025270588230341673,0.012072260491549969
$\delta$,0.05685685575008392,0.009506664238870144,-0.0025361287407577038,0.01204279437661171
$\delta$,0.057057056576013565,0.009468063712120056,-0.002545200055465102,0.012013264000415802
$\delta$,0.05725725740194321,0.009429397992789745,-0.0025542720686644316,0.01198367029428482
$\delta$,0.05745745822787285,0.009390664286911488,-0.00256334594450891,0.011954009532928467
$\delta$,0.05765765905380249,0.009351867251098156,-0.0025724207516759634,0.011924289166927338
$\delta$,0.057857856154441833,0.009313003160059452,-0.002581496722996235,0.011894498951733112
$\delta$,0.058058056980371475,0.009274079464375973,-0.0025905740913003683,0.011864653788506985
$\delta$,0.05825825780630112,0.009235086850821972,-0.0025996523909270763,0.011834736913442612
$\delta$,0.05845845863223076,0.009196030907332897,-0.0026087320875376463,0.011804763227701187
$\delta$,0.0586586594581604,0.0091569097712636,-0.002617813413962722,0.011774723418056965
$\delta$,0.05885886028409004,0.0091177299618721,-0.002626894973218441,0.011744624003767967
$\delta$,0.059059057384729385,0.009078484028577805,-0.0026359781622886658,0.01171446219086647
$\delta$,0.05925925821065903,0.00903917383402586,-0.0026450632140040398,0.011684236116707325
$\delta$,0.05945945903658867,0.008999804966151714,-0.002654148731380701,0.011653954163193703
$\delta$,0.05965965986251831,0.00896037369966507,-0.0026632356457412243,0.011623607948422432
$\delta$,0.05985986068844795,0.0089208809658885,-0.0026723239570856094,0.011593202129006386
$\delta$,0.060060061514377594,0.008881323039531708,-0.002681412734091282,0.011562737636268139
$\delta$,0.06026025861501694,0.008841708302497864,-0.0026905033737421036,0.011532209813594818
$\delta$,0.06046045944094658,0.008802028372883797,-0.0026995951775461435,0.011501623317599297
$\delta$,0.06066066026687622,0.00876228790730238,-0.0027086881455034018,0.011470976285636425
$\delta$,0.06086086109280586,0.008722489699721336,-0.0027177822776138783,0.011440272442996502
$\delta$,0.061061061918735504,0.008682630024850368,-0.002726877573877573,0.011409508064389229
$\delta$,0.061261262744665146,0.0086427116766572,-0.0027359742671251297,0.01137868408113718
$\delta$,0.06146145984530449,0.008602731861174107,-0.002745071891695261,0.01134780514985323
$\delta$,0.06166166067123413,0.008562695235013962,-0.0027541709132492542,0.011316866613924503
$\delta$,0.06186186149716377,0.008522595278918743,-0.0027632713317871094,0.011285865679383278
$\delta$,0.062062062323093414,0.00848244410008192,-0.002772372914478183,0.011254816316068172
$\delta$,0.062262263149023056,0.0084422267973423,-0.002781475195661187,0.01122370082885027
$\delta$,0.0624624639749527,0.008401952683925629,-0.0027905788738280535,0.011192530393600464
$\delta$,0.06266266107559204,0.008361621759831905,-0.002799683716148138,0.011161305010318756
$\delta$,0.06286286562681198,0.008321233093738556,-0.002808790421113372,0.011130021885037422
$\delta$,0.06306306272745132,0.008280787616968155,-0.002817897591739893,0.011098685674369335
