metric,state,value
RMSE_residual,$\delta$,0.04933735728263855
RMSE_error,$\delta$,0.048093266785144806
RMSE_residual,$\omega$,2.6119351387023926
RMSE_error,$\omega$,0.30818676948547363
RMSE_residual,$E'_d$,0.027220161631703377
RMSE_error,$E'_d$,0.05520768091082573
RMSE_residual,$E'_q$,0.035820476710796356
RMSE_error,$E'_q$,0.9233424067497253
