kind,state,ic_index,value
residual_rms,delta,74,0.046124935150146484
error_rms,delta,74,0.007365566212683916
residual_rms,delta,75,0.06444679945707321
error_rms,delta,75,0.0074577005580067635
residual_rms,delta,76,0.053657397627830505
error_rms,delta,76,0.0035647633485496044
residual_rms,delta,77,0.06266043335199356
error_rms,delta,77,0.0028364923782646656
residual_rms,delta,78,0.07006458193063736
error_rms,delta,78,0.0016330978833138943
residual_rms,delta,79,0.058623768389225006
error_rms,delta,79,0.004691494628787041
residual_rms,delta,80,0.05487025901675224
error_rms,delta,80,0.006138807628303766
residual_rms,delta,81,0.06005976349115372
error_rms,delta,81,0.0020305390935391188
residual_rms,delta,82,0.05625016242265701
error_rms,delta,82,0.0019854195415973663
residual_rms,delta,83,0.0744120329618454
error_rms,delta,83,0.0015342800179496408
residual_rms,delta,84,0.05941914767026901
error_rms,delta,84,0.007356265094131231
residual_rms,delta,85,0.06439008563756943
error_rms,delta,85,0.002290469827130437
residual_rms,delta,86,0.04343588277697563
error_rms,delta,86,0.0076255775056779385
residual_rms,delta,87,0.06528136879205704
error_rms,delta,87,0.0017811704892665148
residual_rms,delta,88,0.06248442828655243
error_rms,delta,88,0.008167000487446785
residual_rms,delta,89,0.049669574946165085
error_rms,delta,89,0.007048307452350855
residual_rms,delta,90,0.06288588792085648
error_rms,delta,90,0.0044683064334094524
residual_rms,delta,91,0.05871063843369484
error_rms,delta,91,0.006256666965782642
residual_rms,delta,92,0.07288163900375366
error_rms,delta,92,0.0017060055397450924
residual_rms,delta,93,0.05848854407668114
error_rms,delta,93,0.002824734430760145
residual_rms,delta,94,0.06428132206201553
error_rms,delta,94,0.0025919058825820684
residual_rms,delta,95,0.05407523736357689
error_rms,delta,95,0.0067336116917431355
residual_rms,delta,96,0.05388101935386658
error_rms,delta,96,0.005305853206664324
residual_rms,delta,97,0.06196336820721626
error_rms,delta,97,0.002786108758300543
residual_rms,delta,98,0.0637967586517334
error_rms,delta,98,0.0075771743431687355
residual_rms,delta,99,0.07158339768648148
error_rms,delta,99,0.011870990507304668
residual_rms,omega,0,0.39064791798591614
error_rms,omega,0,0.00804432388395071
residual_rms,omega,1,0.5545856356620789
error_rms,omega,1,0.012738986872136593
residual_rms,omega,2,0.31971362233161926
error_rms,omega,2,0.004172602202743292
residual_rms,omega,3,0.3382084369659424
error_rms,omega,3,0.004910705145448446
residual_rms,omega,4,0.22547118365764618
error_rms,omega,4,0.004510986618697643
residual_rms,omega,5,0.6946173906326294
error_rms,omega,5,0.015363410115242004
residual_rms,omega,6,0.5467714071273804
error_rms,omega,6,0.006017905194312334
residual_rms,omega,7,0.43366217613220215
error_rms,omega,7,0.005784403998404741
residual_rms,omega,8,0.11212286353111267
error_rms,omega,8,0.0008909499156288803
residual_rms,omega,9,0.48679304122924805
error_rms,omega,9,0.007067491766065359
residual_rms,omega,10,0.419465571641922
error_rms,omega,10,0.010116628371179104
residual_rms,omega,11,0.4168611168861389
error_rms,omega,11,0.011393004097044468
residual_rms,omega,12,0.21400906145572662
error_rms,omega,12,0.00657147541642189
residual_rms,omega,13,0.3940750062465668
error_rms,omega,13,0.00994057860225439
residual_rms,omega,14,0.5167825818061829
error_rms,omega,14,0.007351535838097334
residual_rms,omega,15,0.12474318593740463
error_rms,omega,15,0.0025702277198433876
residual_rms,omega,16,0.23716631531715393
error_rms,omega,16,0.005632234737277031
residual_rms,omega,17,0.7728330492973328
error_rms,omega,17,0.013646086677908897
residual_rms,omega,18,0.09245175123214722
error_rms,omega,18,0.003020059084519744
residual_rms,omega,19,0.32409557700157166
error_rms,omega,19,0.004896397236734629
residual_rms,omega,20,0.8098164796829224
error_rms,omega,20,0.012752048671245575
residual_rms,omega,21,0.9160766005516052
error_rms,omega,21,0.011523522436618805
residual_rms,omega,22,0.3126400411128998
error_rms,omega,22,0.002924405736848712
residual_rms,omega,23,0.31153279542922974
error_rms,omega,23,0.004298795480281115
residual_rms,omega,24,0.2563015818595886
error_rms,omega,24,0.005002991296350956
residual_rms,omega,25,0.20178599655628204
error_rms,omega,25,0.005267775617539883
residual_rms,omega,26,0.15015612542629242
error_rms,omega,26,0.004810893442481756
residual_rms,omega,27,0.7748543620109558
error_rms,omega,27,0.007745412643998861
residual_rms,omega,28,0.3041951358318329
error_rms,omega,28,0.004911655094474554
residual_rms,omega,29,0.3830968141555786
error_rms,omega,29,0.004126838408410549
residual_rms,omega,30,0.2974100112915039
error_rms,omega,30,0.0018154553836211562
residual_rms,omega,31,0.2277386486530304
error_rms,omega,31,0.0057045635767281055
residual_rms,omega,32,0.20224542915821075
error_rms,omega,32,0.005214524455368519
residual_rms,omega,33,0.44219672679901123
error_rms,omega,33,0.0038617479149252176
residual_rms,omega,34,0.4734937846660614
error_rms,omega,34,0.0071302070282399654
residual_rms,omega,35,0.34826409816741943
error_rms,omega,35,0.000985110062174499
residual_rms,omega,36,0.63950115442276
error_rms,omega,36,0.004473743494600058
residual_rms,omega,37,0.8662368059158325
error_rms,omega,37,0.006756609305739403
residual_rms,omega,38,0.7061059474945068
error_rms,omega,38,0.00829392671585083
residual_rms,omega,39,0.45183607935905457
error_rms,omega,39,0.004778907168656588
residual_rms,omega,40,0.6738381385803223
error_rms,omega,40,0.008276988752186298
residual_rms,omega,41,0.8139689564704895
error_rms,omega,41,0.012927784584462643
residual_rms,omega,42,0.1484694480895996
error_rms,omega,42,0.0050771236419677734
residual_rms,omega,43,0.6363857984542847
error_rms,omega,43,0.005130917299538851
residual_rms,omega,44,0.36192750930786133
error_rms,omega,44,0.004340765997767448
residual_rms,omega,45,0.21793942153453827
error_rms,omega,45,0.0014185212785378098
residual_rms,omega,46,0.30788230895996094
error_rms,omega,46,0.011043141596019268
residual_rms,omega,47,0.847762405872345
error_rms,omega,47,0.013751120306551456
residual_rms,omega,48,0.2910405099391937
error_rms,omega,48,0.009032746776938438
residual_rms,omega,49,0.5004582405090332
error_rms,omega,49,0.00855256151407957
residual_rms,omega,50,0.319674015045166
error_rms,omega,50,0.004089074209332466
residual_rms,omega,51,0.22958730161190033
error_rms,omega,51,0.004385789856314659
residual_rms,omega,52,0.6075349450111389
error_rms,omega,52,0.006237910594791174
residual_rms,omega,53,0.46979227662086487
error_rms,omega,53,0.004780355375260115
residual_rms,omega,54,0.6223764419555664
error_rms,omega,54,0.006548520643264055
residual_rms,omega,55,0.14169713854789734
error_rms,omega,55,0.0028736332897096872
residual_rms,omega,56,0.25099533796310425
error_rms,omega,56,0.0035072113387286663
residual_rms,omega,57,0.4637552499771118
error_rms,omega,57,0.004649321082979441
residual_rms,omega,58,0.6021247506141663
error_rms,omega,58,0.00865454412996769
residual_rms,omega,59,0.4064737856388092
error_rms,omega,59,0.0129176564514637
residual_rms,omega,60,0.2977968156337738
error_rms,omega,60,0.007044825702905655
residual_rms,omega,61,0.7704195976257324
error_rms,omega,61,0.007826138287782669
residual_rms,omega,62,0.6494773626327515
error_rms,omega,62,0.00920864474028349
residual_rms,omega,63,0.15350566804409027
error_rms,omega,63,0.0035205043386667967
residual_rms,omega,64,0.9711543321609497
error_rms,omega,64,0.017414912581443787
residual_rms,omega,65,0.39721164107322693
error_rms,omega,65,0.004537282511591911
residual_rms,omega,66,0.480641633272171
error_rms,omega,66,0.006704649422317743
residual_rms,omega,67,0.8891754150390625
error_rms,omega,67,0.016987061128020287
residual_rms,omega,68,0.9122105240821838
error_rms,omega,68,0.012947781942784786
residual_rms,omega,69,0.5572829246520996
error_rms,omega,69,0.004906331188976765
residual_rms,omega,70,0.21958325803279877
error_rms,omega,70,0.0055753993801772594
residual_rms,omega,71,0.1582387536764145
error_rms,omega,71,0.004654759541153908
residual_rms,omega,72,0.25609785318374634
error_rms,omega,72,0.01019587554037571
residual_rms,omega,73,0.20099979639053345
error_rms,omega,73,0.0030136017594486475
residual_rms,omega,74,0.16895414888858795
error_rms,omega,74,0.003863388439640403
residual_rms,omega,75,0.40863683819770813
error_rms,omega,75,0.009813864715397358
residual_rms,omega,76,0.15060356259346008
error_rms,omega,76,0.0019970813300460577
residual_rms,omega,77,1.2340832948684692
error_rms,omega,77,0.01724637672305107
residual_rms,omega,78,0.14675982296466827
error_rms,omega,78,0.0024620292242616415
residual_rms,omega,79,0.41658493876457214
error_rms,omega,79,0.006846764590591192
residual_rms,omega,80,0.4701099991798401
error_rms,omega,80,0.008499722927808762
residual_rms,omega,81,0.8571678996086121
error_rms,omega,81,0.008663281798362732
residual_rms,omega,82,0.5289085507392883
error_rms,omega,82,0.009302743710577488
residual_rms,omega,83,0.3196704387664795
error_rms,omega,83,0.0012295121559873223
residual_rms,omega,84,0.3935687839984894
error_rms,omega,84,0.003853391157463193
residual_rms,omega,85,0.06694676727056503
error_rms,omega,85,0.0026911308523267508
residual_rms,omega,86,0.3249066174030304
error_rms,omega,86,0.007047279272228479
